,transaction_amount,is_declined,total_number_declines_per_day,is_foreign_transaction,is_high_risk_country,daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,is_fraudulent
538,11678.14375,0,0,0,0,0,0.0,0,0
539,14910.28334,0,0,1,0,0,0.0,0,0
540,9577.496018,0,0,0,0,0,0.0,0,0
541,12028.15374,0,0,0,0,0,0.0,0,0
542,20237.05605,0,0,0,0,0,0.0,0,0
543,1717.408076,0,0,0,0,0,0.0,0,0
544,929.7290656,0,0,0,0,0,0.0,0,0
545,26958.60926,0,0,0,0,0,0.0,0,0
546,16610.50653,0,0,0,0,0,0.0,0,0
547,676.9839344,0,6,0,0,0,0.0,0,0
548,1218.350993,0,0,0,0,0,0.0,0,0
550,20844.30698,0,0,0,0,0,0.0,0,0
552,15732.85995,0,0,0,0,0,0.0,0,0
553,2041.930151,0,0,0,0,0,0.0,0,0
554,6730.236237,0,0,0,0,0,0.0,0,0
555,3734.639737,0,0,0,0,0,0.0,0,0
556,1607.308231,0,0,0,0,0,0.0,0,0
557,4912.738049,0,0,0,0,0,0.0,0,0
558,4359.134916,0,0,0,0,0,0.0,0,0
559,453.6679792,0,0,0,0,0,0.0,0,0
560,1356.137305,0,0,0,0,0,0.0,0,0
561,7860.173887,0,0,0,0,0,0.0,0,0
562,13263.33185,0,0,0,0,0,0.0,0,0
563,6241.815975,0,6,0,0,0,0.0,0,0
564,13906.44289,0,0,0,0,0,0.0,0,0
565,800.9124776,0,0,0,0,0,0.0,0,0
566,6110.214469,0,0,0,0,0,0.0,0,0
567,4271.168525,0,0,0,0,0,0.0,0,0
568,12452.87715,0,0,0,0,0,0.0,0,0
569,2853.944728,0,0,0,0,0,0.0,0,0
570,15092.47959,0,0,0,0,0,0.0,0,0
571,16170.89233,0,0,0,0,0,0.0,0,0
572,7706.036442,0,0,0,0,0,0.0,0,0
573,19134.40507,0,0,0,0,0,0.0,0,0
574,4525.554286,0,2,0,0,0,0.0,0,0
575,3245.87726,0,0,0,0,0,0.0,0,0
576,2070.293148,0,0,0,0,0,0.0,0,0
577,615.004494,0,0,0,0,0,0.0,0,0
578,5349.864796,0,0,0,0,0,0.0,0,0
579,1483.116843,0,0,0,0,0,0.0,0,0
580,10165.00092,0,0,0,0,0,0.0,0,0
581,4428.238339,0,2,0,0,0,0.0,0,0
582,8034.578252,0,0,0,0,0,0.0,0,0
583,3595.795825,0,0,0,0,0,0.0,0,0
584,10968.68208,0,0,0,0,0,0.0,0,0
585,3987.71784,0,0,0,0,0,0.0,0,0
586,4732.515862,0,0,0,0,0,0.0,0,0
587,16964.58413,0,0,1,0,0,0.0,0,0
588,13907.5837,0,0,1,0,0,0.0,0,0
589,7776.984998,0,0,0,0,0,0.0,0,0
590,8105.539886,0,0,0,0,0,0.0,0,0
591,21643.69682,0,0,0,0,0,0.0,0,0
592,11044.88101,0,0,0,0,0,0.0,0,0
593,9933.219554,0,3,0,0,0,0.0,0,0
594,6534.400849,0,0,1,0,0,0.0,0,0
595,13783.22122,0,0,1,0,0,0.0,0,0
596,1766.463618,0,0,1,0,0,0.0,0,0
597,6282.097343,0,0,1,0,0,0.0,0,0
598,10536.09902,0,0,0,0,0,0.0,0,0
599,4204.579345,0,5,0,0,0,0.0,0,0
600,7453.686321,0,0,0,0,946,242.0,4,0
601,10734.99557,0,0,0,0,0,0.0,0,0
602,21455.57956,0,0,0,0,0,0.0,0,0
603,9104.086033,0,3,0,0,0,0.0,0,0
604,1702.626378,0,0,0,0,0,0.0,0,0
605,443.0580334,0,0,0,0,0,0.0,0,0
607,15058.33134,0,3,1,0,0,0.0,0,0
608,27066.14453,0,0,0,0,0,0.0,0,0
609,1545.972464,0,0,0,0,0,0.0,0,0
610,18861.93613,0,0,0,0,0,0.0,0,0
611,13718.63218,0,0,0,0,0,0.0,0,0
612,15150.82055,0,1,0,0,0,0.0,0,0
613,5419.571225,0,0,0,0,0,0.0,0,0
614,431.2191657,0,0,0,0,0,0.0,0,0
615,22549.44261,0,0,0,0,0,0.0,0,0
616,1527.903418,0,0,0,0,0,0.0,0,0
617,4419.553307,0,0,0,0,0,0.0,0,0
618,1464.121585,0,0,0,0,0,0.0,0,0
619,6252.434209,0,0,0,0,0,0.0,0,0
620,4193.456383,0,0,0,0,0,0.0,0,0
621,4405.276871,0,0,1,0,0,0.0,0,0
622,5080.295999,0,0,0,0,0,0.0,0,0
623,2631.422519,0,0,0,0,0,0.0,0,0
624,2057.58234,0,0,1,0,0,0.0,0,0
625,5603.542039,0,0,0,0,0,0.0,0,0
626,2572.508142,0,0,0,0,0,0.0,0,0
627,13705.69008,0,0,0,0,0,0.0,0,0
628,1068.159433,0,0,0,0,0,0.0,0,0
629,3476.927668,0,0,1,0,0,0.0,0,0
630,14471.55546,0,0,0,0,0,0.0,0,0
631,7795.694901,0,3,0,0,0,0.0,0,0
632,8910.259543,0,0,0,0,0,0.0,0,0
633,7484.508721,0,0,0,0,0,0.0,0,0
634,5432.352793,0,0,0,0,0,0.0,0,0
635,16917.71955,0,5,0,0,0,0.0,0,0
636,4540.491642,0,0,0,0,0,0.0,0,0
637,6629.900468,0,0,0,0,0,0.0,0,0
638,3271.798355,0,1,0,0,0,0.0,0,0
639,5594.646865,0,0,1,0,0,0.0,0,0
640,1146.522168,0,0,0,0,0,0.0,0,0
641,11087.21809,0,0,0,0,0,0.0,0,0
642,1723.440169,0,0,0,0,0,0.0,0,0
643,1295.22644,0,3,0,0,435,346.0,9,0
644,10905.91521,0,0,0,0,0,0.0,0,0
645,5372.07967,0,0,0,0,0,0.0,0,0
646,5794.22769,0,0,0,0,992,975.0,5,0
649,1180.307398,0,0,0,0,0,0.0,0,0
650,23851.57808,0,0,0,0,0,0.0,0,0
651,5430.586313,0,0,0,0,0,0.0,0,0
652,2427.923688,0,0,0,0,0,0.0,0,0
653,488.9997194,0,0,0,0,0,0.0,0,0
654,20484.76823,0,0,0,0,0,0.0,0,0
655,26582.1371,0,2,0,0,914,719.0,5,0
656,5183.10747,0,3,0,0,0,0.0,0,0
657,12119.47107,0,0,0,0,0,0.0,0,0
658,3858.434229,0,0,0,0,0,0.0,0,0
659,2233.430688,0,0,1,0,0,0.0,0,0
660,8236.941801,0,6,0,0,0,0.0,0,0
661,10451.86375,0,0,0,0,0,0.0,0,0
662,4593.406011,0,0,0,0,0,0.0,0,0
663,7785.361752,0,0,0,0,0,0.0,0,0
664,15139.34023,0,0,0,0,0,0.0,0,0
665,6426.994361,0,0,0,0,0,0.0,0,0
666,6826.64973,0,0,0,0,0,0.0,0,0
667,2871.802863,0,0,0,0,0,0.0,0,0
668,11537.95047,0,0,1,0,0,0.0,0,0
669,6578.038711,0,0,0,0,0,0.0,0,0
670,1567.112164,0,0,0,0,0,0.0,0,0
671,25842.17228,0,0,0,0,0,0.0,0,0
672,15424.51568,0,6,0,0,0,0.0,0,0
673,6956.142221,0,0,0,0,0,0.0,0,0
674,8760.951247,0,0,0,0,0,0.0,0,0
675,11172.99821,0,0,0,0,0,0.0,0,0
676,14571.50338,0,0,1,0,0,0.0,0,0
677,25566.23052,0,0,0,0,937,473.0,2,0
678,1030.54015,0,0,0,0,0,0.0,0,0
679,10579.45642,0,0,0,0,0,0.0,0,0
680,13437.68656,0,0,1,0,0,0.0,0,0
681,21772.07727,0,0,0,0,0,0.0,0,0
682,21435.05797,0,0,0,0,0,0.0,0,0
683,838.8031795,0,0,0,0,0,0.0,0,0
684,20634.84598,0,0,0,0,0,0.0,0,0
685,6288.589918,0,0,0,0,0,0.0,0,0
686,1249.436548,0,0,0,0,0,0.0,0,0
687,6319.515062,0,0,0,0,0,0.0,0,0
688,23269.28023,0,0,0,0,0,0.0,0,0
689,10496.64462,0,2,0,0,0,0.0,0,0
690,8526.591358,0,0,0,0,0,0.0,0,0
691,1609.904964,0,0,0,0,0,0.0,0,0
692,2091.43429,0,0,0,0,0,0.0,0,0
694,4204.048479,0,0,0,0,0,0.0,0,0
695,2747.711642,0,0,1,0,0,0.0,0,0
696,2948.915055,0,0,0,0,0,0.0,0,0
697,5018.523171,0,0,1,0,0,0.0,0,0
698,13905.40032,0,0,0,0,0,0.0,0,0
699,10690.65122,0,0,0,0,0,0.0,0,0
700,158.6572596,0,0,0,0,0,0.0,0,0
701,15703.43011,0,0,0,0,0,0.0,0,0
702,5505.390698,0,0,0,0,0,0.0,0,0
703,2199.377997,0,0,1,0,0,0.0,0,0
704,21997.72759,0,0,0,0,0,0.0,0,0
705,1823.30525,0,0,0,0,0,0.0,0,0
706,1707.16753,0,0,0,0,0,0.0,0,0
707,6799.531396,0,6,0,0,0,0.0,0,0
708,17103.59236,0,0,0,0,0,0.0,0,0
709,1743.507074,0,0,0,0,0,0.0,0,0
710,9882.75659,0,0,0,0,0,0.0,0,0
711,13832.94184,0,0,0,0,0,0.0,0,0
712,3724.855401,0,0,0,0,0,0.0,0,0
713,3928.247221,0,0,0,0,0,0.0,0,0
714,7429.650444,0,0,0,0,0,0.0,0,0
715,10572.9279,0,0,0,0,0,0.0,0,0
716,14310.78179,0,0,0,0,0,0.0,0,0
717,16865.53475,0,0,0,0,0,0.0,0,0
718,10970.26943,0,0,1,0,0,0.0,0,0
719,2649.398162,0,1,1,0,0,0.0,0,0
720,23333.89185,0,2,1,0,0,0.0,0,0
721,7502.416211,0,1,0,0,0,0.0,0,0
722,17098.10771,0,0,0,0,0,0.0,0,0
723,23192.82318,0,0,1,0,0,0.0,0,0
724,3027.990711,0,0,0,0,0,0.0,0,0
725,981.3732158,0,0,0,0,0,0.0,0,0
726,10489.04826,0,0,0,0,0,0.0,0,0
727,633.5375553,0,0,0,0,0,0.0,0,0
728,16169.50474,0,0,0,0,0,0.0,0,0
729,12599.71449,0,1,0,0,0,0.0,0,0
730,4945.522093,0,2,1,0,0,0.0,0,0
732,11417.28613,0,0,0,0,0,0.0,0,0
733,2031.724334,0,0,0,0,0,0.0,0,0
735,9014.268387,0,0,0,0,0,0.0,0,0
736,748.5203934,0,0,0,0,0,0.0,0,0
737,10818.05499,0,0,0,0,0,0.0,0,0
738,3116.429933,0,6,0,0,0,0.0,0,0
739,1275.47219,0,0,0,0,0,0.0,0,0
741,15052.88169,0,0,0,0,0,0.0,0,0
743,629.8197898,0,0,1,0,0,0.0,0,0
744,4365.595053,0,0,0,0,0,0.0,0,0
745,16607.53931,0,6,1,0,0,0.0,0,0
746,578.2834626,0,0,1,0,0,0.0,0,0
747,4483.726955,0,0,0,0,0,0.0,0,0
748,5470.562021,0,0,0,0,0,0.0,0,0
749,11318.01547,0,6,0,0,0,0.0,0,0
750,15690.82047,0,0,0,0,0,0.0,0,0
751,9260.801883,0,0,1,0,0,0.0,0,0
752,4842.410653,0,0,0,0,0,0.0,0,0
753,2296.92211,0,0,1,0,0,0.0,0,0
754,3617.388869,0,0,0,0,0,0.0,0,0
755,8779.192782,0,1,0,0,0,0.0,0,0
756,21493.34015,0,0,0,0,0,0.0,0,0
757,4650.166178,0,0,0,0,0,0.0,0,0
758,3413.628515,0,0,0,0,0,0.0,0,0
760,7632.239586,0,0,0,0,0,0.0,0,0
761,13680.57537,0,0,1,0,0,0.0,0,0
763,19638.96168,0,0,0,0,0,0.0,0,0
764,10156.32174,0,0,0,0,0,0.0,0,0
765,14485.2349,0,0,0,0,0,0.0,0,0
766,22323.72428,0,0,0,0,0,0.0,0,0
767,6026.051465,0,0,0,0,0,0.0,0,0
768,939.583394,0,0,0,0,0,0.0,0,0
769,12933.52028,0,0,0,0,0,0.0,0,0
770,14735.61426,0,0,0,0,0,0.0,0,0
771,417.8478888,0,0,0,0,0,0.0,0,0
772,5283.036766,0,0,0,0,0,0.0,0,0
773,12381.81126,0,0,0,0,0,0.0,0,0
774,391.4067023,0,0,0,0,0,0.0,0,0
775,11597.49248,0,0,0,0,0,0.0,0,0
776,9864.22124,0,0,0,0,0,0.0,0,0
777,11923.11013,0,0,1,0,0,0.0,0,0
778,17671.13708,0,0,0,0,0,0.0,0,0
779,13901.6697,0,4,0,0,0,0.0,0,0
780,5200.114674,0,0,0,0,0,0.0,0,0
781,4508.881882,0,0,0,0,0,0.0,0,0
782,5071.372344,0,0,0,0,0,0.0,0,0
783,13558.27083,0,0,0,0,0,0.0,0,0
784,18499.64853,0,0,0,0,0,0.0,0,0
785,7448.937155,0,0,0,0,0,0.0,0,0
786,1720.351479,0,0,1,0,0,0.0,0,0
787,5607.961514,0,0,0,0,0,0.0,0,0
788,589.3192796,0,4,0,0,0,0.0,0,0
789,6602.248845,0,2,0,0,0,0.0,0,0
790,5204.26175,0,0,0,0,0,0.0,0,0
791,20693.72989,0,3,0,0,0,0.0,0,0
792,16027.93509,0,0,0,0,0,0.0,0,0
793,6798.313597,0,0,0,0,0,0.0,0,0
794,6882.731233,0,0,0,0,0,0.0,0,0
795,8978.595576,0,4,0,0,0,0.0,0,0
796,7419.497541,0,0,0,0,0,0.0,0,0
797,523.5200758,0,0,0,0,0,0.0,0,0
798,9347.121877,0,3,0,0,0,0.0,0,0
799,6304.944218,0,0,0,0,0,0.0,0,0
800,4490.528297,0,0,0,0,0,0.0,0,0
801,6062.476049,0,5,0,0,0,0.0,0,0
802,2920.606699,0,1,0,0,0,0.0,0,0
803,8298.378637,0,0,0,0,0,0.0,0,0
804,5580.679742,0,0,0,0,0,0.0,0,0
805,10921.19406,0,0,0,0,260,102.0,2,0
806,1354.777316,0,0,0,0,0,0.0,0,0
808,21435.44828,0,0,0,0,0,0.0,0,0
809,7350.24097,0,0,1,0,0,0.0,0,0
810,2375.774765,0,0,1,0,0,0.0,0,0
811,2637.463909,0,0,0,0,0,0.0,0,0
812,18378.3207,0,0,0,0,0,0.0,0,0
813,1231.59874,0,0,0,0,0,0.0,0,0
814,6112.294969,0,0,1,0,0,0.0,0,0
815,21562.7081,0,0,0,0,0,0.0,0,0
816,14772.255,0,0,0,0,0,0.0,0,0
817,11553.28075,0,0,0,0,0,0.0,0,0
818,10466.72568,0,0,0,0,0,0.0,0,0
820,2783.649683,0,0,0,0,0,0.0,0,0
821,6770.120871,0,0,0,0,0,0.0,0,0
822,10059.09959,0,0,0,0,0,0.0,0,0
823,7505.498969,0,0,0,0,0,0.0,0,0
824,12954.48994,0,0,0,0,0,0.0,0,0
825,874.4773211,0,0,0,0,0,0.0,0,0
826,1183.47123,0,0,0,0,714,706.0,2,0
827,10588.86751,0,0,0,0,0,0.0,0,0
828,166.9837815,0,0,0,0,0,0.0,0,0
829,2444.626398,0,4,0,0,998,909.0,2,0
830,3074.650202,0,0,0,0,0,0.0,0,0
831,7523.191596,0,0,0,0,0,0.0,0,0
832,3723.019637,0,6,0,0,0,0.0,0,0
833,13727.86466,0,0,0,0,0,0.0,0,0
834,17331.41708,0,0,0,0,0,0.0,0,0
835,21321.95364,0,4,0,0,0,0.0,0,0
836,7459.344502,0,0,0,0,0,0.0,0,0
837,1292.484469,0,0,0,0,0,0.0,0,0
838,4417.298754,0,0,0,0,0,0.0,0,0
839,2668.082026,0,0,0,0,0,0.0,0,0
840,16995.60899,0,0,0,0,0,0.0,0,0
841,2844.562314,0,0,0,0,0,0.0,0,0
842,601.7599518,0,0,0,0,0,0.0,0,0
843,3766.323335,0,0,0,0,0,0.0,0,0
844,17869.49658,0,1,0,0,0,0.0,0,0
845,12442.99268,0,0,1,0,0,0.0,0,0
846,3768.926707,0,0,0,0,0,0.0,0,0
847,20500.24013,0,0,0,0,0,0.0,0,0
848,2239.331401,0,0,0,0,0,0.0,0,0
849,367.6787591,0,0,0,0,0,0.0,0,0
850,20773.29672,0,2,0,0,0,0.0,0,0
851,7415.200895,0,0,0,0,0,0.0,0,0
853,306.6302428,0,0,1,0,0,0.0,0,0
854,212.8363358,0,0,0,0,0,0.0,0,0
855,12378.93329,0,0,0,0,0,0.0,0,0
856,444.513724,0,0,0,0,0,0.0,0,0
857,11185.71971,0,0,1,0,0,0.0,0,0
858,21602.2687,0,0,0,0,998,998.0,5,0
859,22016.85506,0,0,0,0,0,0.0,0,0
860,1287.243354,0,0,0,0,0,0.0,0,0
861,11365.73803,0,1,0,0,0,0.0,0,0
862,2585.772078,0,0,1,0,0,0.0,0,0
863,15580.06133,0,0,1,0,0,0.0,0,0
864,5038.996916,0,0,0,0,0,0.0,0,0
865,848.10707,0,0,0,0,0,0.0,0,0
866,492.3932979,0,0,1,0,0,0.0,0,0
867,6057.048956,0,5,0,0,0,0.0,0,0
868,24458.32502,0,0,0,0,0,0.0,0,0
869,2464.778282,0,0,0,0,0,0.0,0,0
870,18308.64052,0,0,0,0,0,0.0,0,0
871,3864.786386,0,0,0,0,0,0.0,0,0
872,5470.027898,0,0,0,0,0,0.0,0,0
873,8769.979823,0,0,0,0,0,0.0,0,0
875,11969.39428,0,0,0,0,0,0.0,0,0
876,5355.283233,0,0,0,0,0,0.0,0,0
877,3615.973672,0,0,0,0,0,0.0,0,0
878,472.2439703,0,0,0,0,0,0.0,0,0
879,4905.673014,0,0,0,0,0,0.0,0,0
880,11932.3323,0,1,0,0,0,0.0,0,0
881,1637.937338,0,0,1,0,0,0.0,0,0
882,716.008259,0,0,1,0,0,0.0,0,0
883,18769.91472,0,0,0,0,0,0.0,0,0
884,8521.500561,0,0,0,0,0,0.0,0,0
885,8933.954897,0,2,0,0,0,0.0,0,0
886,3184.570961,0,0,0,0,0,0.0,0,0
887,6277.170578,0,0,0,0,0,0.0,0,0
888,5926.096745,0,0,0,0,0,0.0,0,0
889,463.1188619,0,0,0,0,0,0.0,0,0
890,533.8957892,0,0,1,0,0,0.0,0,0
891,926.6367294,0,0,1,0,0,0.0,0,0
892,14611.70987,0,6,0,0,0,0.0,0,0
893,5513.619612,0,0,0,0,0,0.0,0,0
894,9276.055198,0,0,0,0,0,0.0,0,0
895,13776.94478,0,1,0,0,0,0.0,0,0
896,3133.83788,0,0,0,0,0,0.0,0,0
897,7440.550531,0,1,0,0,0,0.0,0,0
898,559.5724753,0,0,0,0,0,0.0,0,0
899,11748.58434,0,0,0,0,0,0.0,0,0
900,1276.654731,0,0,0,0,0,0.0,0,0
901,11745.4516,0,0,0,0,0,0.0,0,0
902,164.6135871,0,0,0,0,0,0.0,0,0
903,27912.94342,0,0,0,0,0,0.0,0,0
904,11496.94261,0,0,0,0,0,0.0,0,0
905,936.9469152,0,0,0,0,0,0.0,0,0
906,5225.387845,0,0,0,0,0,0.0,0,0
907,6940.763006,0,0,0,0,0,0.0,0,0
908,6619.594717,0,0,0,0,0,0.0,0,0
909,2324.617837,0,0,0,0,0,0.0,0,0
910,1527.989338,0,0,0,0,0,0.0,0,0
911,2609.19341,0,6,0,0,0,0.0,0,0
912,9334.766778,0,0,0,0,0,0.0,0,0
913,1746.809604,0,2,0,0,0,0.0,0,0
914,4561.812804,0,0,0,0,0,0.0,0,0
915,228.9770447,0,0,1,0,0,0.0,0,0
917,776.8220724,0,2,0,0,0,0.0,0,0
918,2682.869738,0,3,0,0,0,0.0,0,0
919,1368.878962,0,0,0,0,0,0.0,0,0
920,14766.61172,0,5,0,0,0,0.0,0,0
921,8347.317563,0,0,0,0,0,0.0,0,0
923,18062.0062,0,0,1,0,0,0.0,0,0
924,2919.299349,0,0,0,0,0,0.0,0,0
925,5119.098011,0,0,0,0,0,0.0,0,0
926,5297.768493,0,0,0,0,0,0.0,0,0
927,17374.38058,0,0,1,0,0,0.0,0,0
928,346.2256318,0,0,0,0,0,0.0,0,0
929,2417.927724,0,0,1,0,0,0.0,0,0
930,5166.061675,0,0,0,0,0,0.0,0,0
931,11537.74539,0,6,0,0,0,0.0,0,0
932,1666.953345,0,0,0,0,0,0.0,0,0
933,3271.609245,0,6,0,0,0,0.0,0,0
934,1529.526931,0,0,0,0,0,0.0,0,0
935,5324.68289,0,0,0,0,0,0.0,0,0
936,3893.326849,0,0,0,0,0,0.0,0,0
937,10789.00825,0,0,1,0,0,0.0,0,0
938,14075.12863,0,0,0,0,0,0.0,0,0
939,2302.012315,0,0,0,0,0,0.0,0,0
940,3857.008097,0,0,0,0,0,0.0,0,0
942,14780.37321,0,0,0,0,718,175.0,5,0
943,5107.545477,0,6,0,0,0,0.0,0,0
944,2982.673098,0,0,0,0,0,0.0,0,0
945,4037.257696,0,1,0,0,0,0.0,0,0
946,2640.182976,0,0,0,0,0,0.0,0,0
947,21485.55376,0,0,0,0,0,0.0,0,0
948,17857.44352,0,0,1,0,0,0.0,0,0
949,9288.384617,0,0,0,0,0,0.0,0,0
950,2282.051881,0,4,0,0,0,0.0,0,0
951,4624.031515,0,0,0,0,0,0.0,0,0
952,5845.336223,0,0,0,0,0,0.0,0,0
953,3214.944074,0,0,1,0,0,0.0,0,0
954,2376.828697,0,0,0,0,0,0.0,0,0
955,1575.28232,0,0,0,0,0,0.0,0,0
956,14952.35852,0,0,0,0,0,0.0,0,0
957,6809.477069,0,0,0,0,0,0.0,0,0
958,1649.015283,0,0,0,0,0,0.0,0,0
960,1656.820066,0,0,0,0,0,0.0,0,0
961,4942.838943,0,0,0,0,0,0.0,0,0
962,27091.02948,0,0,0,0,0,0.0,0,0
963,697.3277387,0,0,0,0,0,0.0,0,0
964,4871.027811,0,0,0,0,0,0.0,0,0
965,6012.869386,0,6,0,0,0,0.0,0,0
966,10178.65632,0,1,0,0,0,0.0,0,0
967,13899.10503,0,0,0,0,0,0.0,0,0
968,26724.06413,0,0,0,0,0,0.0,0,0
969,6013.082723,0,0,0,0,0,0.0,0,0
970,958.4681776,0,0,0,0,0,0.0,0,0
971,18047.86535,0,0,0,0,0,0.0,0,0
972,21618.67381,0,0,0,0,0,0.0,0,0
973,10328.79829,0,0,0,0,0,0.0,0,0
974,3537.83696,0,0,0,0,0,0.0,0,0
975,1469.03682,0,0,1,0,0,0.0,0,0
976,4856.073344,0,0,0,0,0,0.0,0,0
977,9142.870052,0,0,0,0,0,0.0,0,0
978,6346.08333,0,0,0,0,0,0.0,0,0
979,24876.95138,0,0,0,0,0,0.0,0,0
980,2606.972934,0,0,0,0,0,0.0,0,0
981,723.8189798,0,0,1,0,0,0.0,0,0
982,19684.35994,0,0,0,0,0,0.0,0,0
983,9686.59725,0,0,0,0,0,0.0,0,0
984,14929.95095,0,0,0,0,0,0.0,0,0
985,8426.807496,0,0,0,0,0,0.0,0,0
986,2022.090186,0,0,0,0,0,0.0,0,0
987,3539.207645,0,0,0,0,0,0.0,0,0
988,20658.41469,0,0,0,0,0,0.0,0,0
989,8896.366591,0,0,0,0,0,0.0,0,0
990,954.623697,0,0,0,0,0,0.0,0,0
991,23721.68588,0,2,0,0,0,0.0,0,0
992,3072.162359,0,0,0,0,0,0.0,0,0
993,1631.274024,0,0,0,0,0,0.0,0,0
994,303.8787079,0,0,0,0,0,0.0,0,0
995,10939.88249,0,0,0,0,0,0.0,0,0
996,8806.928369,0,1,0,0,0,0.0,0,0
997,2548.402028,0,0,1,0,0,0.0,0,0
998,15911.43364,0,0,1,0,0,0.0,0,0
999,5815.122586,0,0,1,0,0,0.0,0,0
1000,7234.807008,0,0,0,0,0,0.0,0,0
1001,809.9174069,0,0,0,0,0,0.0,0,0
1002,6489.839975,0,0,1,0,0,0.0,0,0
1003,4648.22834,0,0,0,0,0,0.0,0,0
1005,16166.16921,0,0,0,0,0,0.0,0,0
1006,12259.61592,0,0,0,0,0,0.0,0,0
1007,343.5464791,0,0,0,0,0,0.0,0,0
1008,13259.99788,0,0,0,0,0,0.0,0,0
1009,3380.398111,0,0,0,0,0,0.0,0,0
1010,1651.495094,0,0,0,0,0,0.0,0,0
1011,4969.60488,0,0,0,0,0,0.0,0,0
1012,1084.214586,0,1,0,0,0,0.0,0,0
1013,5812.203096,0,5,0,0,0,0.0,0,0
1014,15316.77574,0,0,0,0,0,0.0,0,0
1015,16177.36002,0,0,0,0,0,0.0,0,0
1016,983.6050682,0,5,0,0,0,0.0,0,0
1017,1753.250194,0,0,0,0,0,0.0,0,0
1018,2832.539523,0,0,0,0,0,0.0,0,0
1019,9521.273775,0,5,0,0,0,0.0,0,0
1020,7016.986379,0,0,0,0,0,0.0,0,0
1021,5243.447969,0,0,0,0,0,0.0,0,0
1022,1774.503206,0,0,0,0,0,0.0,0,0
1023,5024.265952,0,0,0,0,0,0.0,0,0
1024,3831.727819,0,3,0,0,0,0.0,0,0
1025,919.2662766,0,0,0,0,0,0.0,0,0
1026,5359.219977,0,0,0,0,0,0.0,0,0
1027,4448.602838,0,0,0,0,0,0.0,0,0
1028,16353.79225,0,3,0,0,0,0.0,0,0
1029,2587.715643,0,0,0,0,0,0.0,0,0
1030,3493.642574,0,5,0,0,0,0.0,0,0
1031,18092.38943,0,0,0,0,502,473.0,3,0
1032,1284.747137,0,0,0,0,0,0.0,0,0
1033,10523.50421,0,0,0,0,0,0.0,0,0
1034,3490.020273,0,0,0,0,0,0.0,0,0
1035,7939.27013,0,0,0,0,0,0.0,0,0
1036,20908.92214,0,0,0,0,0,0.0,0,0
1037,7998.865427,0,0,0,0,0,0.0,0,0
1038,2176.414929,0,0,0,0,0,0.0,0,0
1039,813.2147357,0,0,1,0,0,0.0,0,0
1040,10645.63719,0,0,0,0,0,0.0,0,0
1041,11952.1135,0,0,0,0,0,0.0,0,0
1042,5898.814988,0,0,0,0,0,0.0,0,0
1043,4360.470364,0,0,0,0,0,0.0,0,0
1044,1127.795559,0,0,0,0,0,0.0,0,0
1045,20887.96984,0,0,0,0,0,0.0,0,0
1046,2105.828405,0,0,0,0,0,0.0,0,0
1047,1314.172907,0,0,0,0,0,0.0,0,0
1048,2606.943866,0,0,0,0,0,0.0,0,0
1049,18904.75682,0,0,0,0,0,0.0,0,0
1050,4557.349448,0,1,0,0,0,0.0,0,0
1051,15315.48673,0,0,0,0,0,0.0,0,0
1052,743.4093079,0,0,0,0,0,0.0,0,0
1053,343.1089208,0,0,0,0,0,0.0,0,0
1054,5743.322757,0,0,0,0,0,0.0,0,0
1055,23038.32677,0,0,0,0,0,0.0,0,0
1056,4091.267313,0,0,0,0,0,0.0,0,0
1058,19303.84821,0,2,1,0,0,0.0,0,0
1059,18234.56882,0,3,1,0,263,198.0,4,0
1060,1655.200117,0,0,0,0,0,0.0,0,0
1061,3297.967703,0,0,0,0,0,0.0,0,0
1062,11712.55529,0,4,0,0,0,0.0,0,0
1063,4922.452124,0,0,1,0,0,0.0,0,0
1064,648.2199576,0,0,0,0,0,0.0,0,0
1065,2380.211891,0,0,1,0,0,0.0,0,0
1067,645.4808533,0,0,0,0,0,0.0,0,0
1068,2774.316211,0,0,0,0,0,0.0,0,0
1069,5151.060993,0,0,0,0,0,0.0,0,0
1070,14760.59965,0,0,0,0,0,0.0,0,0
1071,15757.00554,0,6,0,0,0,0.0,0,0
1072,1624.816076,0,5,0,0,0,0.0,0,0
1073,3244.133954,0,0,0,0,0,0.0,0,0
1074,7609.414627,0,0,0,0,0,0.0,0,0
1075,5762.59417,0,2,0,0,0,0.0,0,0
1076,3632.271123,0,0,0,0,0,0.0,0,0
1077,11887.50427,0,0,0,0,0,0.0,0,0
1078,15738.00862,0,4,0,0,0,0.0,0,0
1079,2547.697247,0,0,0,0,0,0.0,0,0
1080,3373.388989,0,8,0,0,673,321.0,4,0
1081,25975.86303,0,0,0,0,0,0.0,0,0
1082,287.5420947,0,0,1,0,0,0.0,0,0
1083,11192.97792,0,0,0,0,939,571.0,1,0
1084,8637.909442,0,0,0,0,0,0.0,0,0
1085,11371.2564,0,0,0,0,0,0.0,0,0
1086,10879.00271,0,0,0,0,0,0.0,0,0
1087,6472.648703,0,0,0,0,0,0.0,0,0
1088,1777.834352,0,0,0,0,0,0.0,0,0
1089,2265.02901,0,0,0,0,0,0.0,0,0
1090,904.9760019,0,0,0,0,0,0.0,0,0
1091,436.7890858,0,0,0,0,0,0.0,0,0
