,Average Amount/transaction/day,Transaction_amount,Is declined,Total Number of declines/day,isForeignTransaction,isHighRiskCountry,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,isFradulent
420,200.0,10400.0,0,3,0,0,754,585.0,7,1
421,800.0,35200.0,1,1,0,0,754,585.0,7,1
422,400.0,14000.0,1,2,0,0,754,585.0,7,1
423,200.0,7800.0,0,3,0,0,754,585.0,7,1
424,800.0,31200.0,1,0,1,1,754,585.0,7,1
425,700.0,25900.0,1,1,1,1,754,585.0,7,1
426,800.0,40800.0,1,0,1,1,754,585.0,7,1
427,800.0,40000.0,1,1,1,1,754,585.0,7,1
428,400.0,12800.0,1,2,1,1,754,585.0,7,1
429,200.0,11600.0,0,3,1,1,754,585.0,7,1
430,1200.0,54000.0,1,0,1,1,754,585.0,7,1
431,600.0,17400.0,1,1,1,1,754,585.0,7,1
432,300.0,15000.0,1,2,1,1,754,585.0,7,1
433,500.0,26500.0,1,4,0,0,754,585.0,7,1
434,500.0,22000.0,1,5,0,0,754,585.0,7,1
435,500.0,14000.0,1,6,0,0,754,585.0,7,1
436,1000.0,29000.0,1,1,1,1,754,585.0,7,1
437,1000.0,43000.0,1,2,1,1,754,585.0,7,1
438,500.0,25500.0,1,3,0,0,754,585.0,7,1
439,500.0,18000.0,1,4,0,0,754,585.0,7,1
440,500.0,16500.0,1,5,0,0,754,585.0,7,1
441,1000.0,35000.0,1,1,1,1,754,585.0,7,1
442,1000.0,49000.0,1,2,1,1,754,585.0,7,1
443,500.0,20500.0,1,0,0,0,754,585.0,7,1
444,500.0,13500.0,1,1,0,0,754,585.0,7,1
445,500.0,22500.0,1,2,0,0,754,585.0,7,1
446,100.0,3100.0,1,2,0,0,754,585.0,7,1
447,100.0,5300.0,1,2,0,0,754,585.0,7,1
448,185.5,5008.5,1,0,0,0,0,0.0,0,0
449,185.5,742.0,1,1,0,0,0,0.0,0,0
450,185.5,2411.5,1,2,0,0,0,0.0,0,0
451,262.5,3412.5,0,0,0,0,0,0.0,0,0
452,375.0,10875.0,0,0,0,0,0,0.0,0,0
453,375.0,4125.0,0,0,0,0,0,0.0,0,0
454,375.0,4125.0,0,0,0,0,0,0.0,0,0
455,795.3258416,17497.16852,0,0,0,0,0,0.0,0,0
456,574.8953529,7473.639587999999,0,0,0,0,0,0.0,0,0
457,697.1947817,697.1947817,0,0,1,0,530,438.0,1,0
458,660.9056456000001,13879.018559999999,0,6,0,0,0,0.0,0,0
459,139.5079394,1255.571455,0,0,0,0,0,0.0,0,0
460,908.6692800000001,1817.3385600000001,0,0,0,0,0,0.0,0,0
461,182.8927022,3292.06864,0,0,1,0,0,0.0,0,0
462,748.9456577000001,18723.64144,0,0,0,0,0,0.0,0,0
463,925.6920964,24067.99451,0,0,0,0,0,0.0,0,0
464,784.7583042,2354.2749129999997,0,0,0,0,0,0.0,0,0
465,571.218401,11424.36802,0,0,1,0,0,0.0,0,0
466,537.2396194,537.2396194,0,1,0,0,0,0.0,0,0
467,801.4859807999999,801.4859807999999,0,0,0,0,0,0.0,0,0
468,793.2098758999999,6345.679007,0,0,0,0,0,0.0,0,0
469,388.41396069999996,5437.79545,0,0,0,0,0,0.0,0,0
470,702.0144267999999,6318.129841,0,0,0,0,0,0.0,0,0
471,477.5880271000001,6686.232379,0,4,1,0,0,0.0,0,0
472,977.8147142999999,15645.035430000002,0,0,0,0,0,0.0,0,0
473,604.4644262999999,14507.14623,0,0,1,0,0,0.0,0,0
474,738.8735633,15516.344830000002,0,0,1,0,918,781.0,2,0
475,176.99432819999998,4424.8582049999995,0,0,1,0,0,0.0,0,0
476,772.5997851,16997.19527,0,0,0,0,0,0.0,0,0
477,817.7037576,16354.07515,0,0,0,0,0,0.0,0,0
478,900.8032314,26123.293709999998,0,0,0,0,0,0.0,0,0
479,695.8323671,15308.312080000002,0,0,0,0,0,0.0,0,0
480,515.8856183,10833.59798,0,1,0,0,0,0.0,0,0
481,797.6814921,19144.35581,0,0,0,0,0,0.0,0,0
482,73.02885368,1752.692488,0,6,0,0,0,0.0,0,0
483,554.570771,554.570771,0,0,0,0,0,0.0,0,0
484,283.7194669,4823.230936999999,0,0,0,0,0,0.0,0,0
485,492.04182230000004,7380.627334999999,0,0,0,0,0,0.0,0,0
486,518.8298938,518.8298938,0,0,1,0,730,677.0,4,0
487,980.6475055,0.0,0,0,0,0,0,0.0,0,0
488,681.4592031000001,681.4592031000001,0,0,0,0,0,0.0,0,0
489,258.4302829,7236.047920999999,0,5,0,0,0,0.0,0,0
490,788.6774125,18928.2579,0,0,0,0,0,0.0,0,0
491,305.901316,7035.730268000001,0,0,0,0,0,0.0,0,0
492,667.4968404,11347.44629,0,0,1,0,0,0.0,0,0
493,953.2963089,6673.074162,0,0,0,0,0,0.0,0,0
494,819.2511302999999,1638.5022609999999,0,0,0,0,0,0.0,0,0
495,991.0820918,0.0,0,0,0,0,0,0.0,0,0
496,564.6975784,1694.0927350000002,0,0,0,0,0,0.0,0,0
497,869.7825667999999,5218.695401,0,0,0,0,0,0.0,0,0
498,226.32085750000002,4526.41715,0,0,0,0,0,0.0,0,0
499,757.6708984,10607.39258,0,1,0,0,0,0.0,0,0
500,810.3804191,18638.74964,0,0,0,0,0,0.0,0,0
501,948.2604521,27499.55311,0,0,1,0,0,0.0,0,0
502,33.32058923,966.2970877,0,0,0,0,0,0.0,0,0
503,765.1056955,6120.845564,0,0,0,0,0,0.0,0,0
504,139.5080885,418.52426549999996,0,3,0,0,0,0.0,0,0
505,753.3895864,11300.8438,0,0,0,0,712,638.0,5,0
506,904.0919615,18081.83923,0,0,0,0,0,0.0,0,0
507,480.32568760000004,1440.977063,0,0,0,0,0,0.0,0,0
508,575.8866276,9214.186042,0,3,0,0,0,0.0,0,0
509,536.6174844,2683.087422,0,0,1,0,0,0.0,0,0
510,635.925998,6995.185978,0,0,0,0,0,0.0,0,0
511,945.80618,27428.37922,0,0,0,0,0,0.0,0,0
512,893.6900117999999,2681.070035,0,2,0,0,0,0.0,0,0
513,772.8766218999999,10047.39608,0,0,0,0,0,0.0,0,0
514,463.3194612,11119.66707,0,0,0,0,0,0.0,0,0
515,334.0842075,0.0,0,2,0,0,923,267.0,5,0
516,372.53876160000004,5215.542662,0,0,0,0,0,0.0,0,0
517,587.8233202,11756.4664,0,3,1,0,0,0.0,0,0
518,976.8788131000001,12699.424570000001,0,6,0,0,0,0.0,0,0
519,761.9929718,16763.845380000002,0,0,0,0,0,0.0,0,0
520,417.6075211,10022.58051,0,0,1,0,0,0.0,0,0
521,908.6468831,7269.175065,0,0,0,0,0,0.0,0,0
522,152.2503117,913.5018702,0,0,0,0,0,0.0,0,0
523,577.8632006,4622.905605,0,1,1,0,0,0.0,0,0
524,325.8021309,6841.844749,0,0,0,0,0,0.0,0,0
525,880.9632491,21143.117980000003,0,4,0,0,0,0.0,0,0
526,222.80705209999996,0.0,0,0,0,0,0,0.0,0,0
527,917.531656,4587.65828,0,0,0,0,0,0.0,0,0
528,319.01937000000004,7018.4261400000005,0,0,0,0,0,0.0,0,0
529,419.0199194,3771.179275,0,0,0,0,0,0.0,0,0
530,896.5871668999999,19724.91767,0,0,0,0,0,0.0,0,0
531,817.2087569,9806.505083,0,0,0,0,0,0.0,0,0
532,649.5528982999999,12341.505070000001,0,0,0,0,0,0.0,0,0
533,938.7780716,26285.786,0,3,1,0,0,0.0,0,0
534,900.0364789999999,27001.09437,0,1,0,0,0,0.0,0,0
535,315.976275,947.928825,0,0,1,0,0,0.0,0,0
536,782.0860190000001,14859.63436,0,0,0,0,0,0.0,0,0
537,394.0524621,6698.891856,0,0,0,0,0,0.0,0,0
538,556.1020834,11678.14375,0,0,0,0,0,0.0,0,0
539,710.0134924,14910.28334,0,0,1,0,0,0.0,0,0
540,870.6814562000001,9577.496018,0,0,0,0,0,0.0,0,0
541,751.7596085,12028.15374,0,0,0,0,0,0.0,0,0
542,674.5685348999999,20237.05605,0,0,0,0,0,0.0,0,0
543,245.34401090000003,1717.4080760000002,0,0,0,0,0,0.0,0,0
544,116.21613319999999,929.7290655999999,0,0,0,0,0,0.0,0,0
545,962.8074737,26958.60926,0,0,0,0,0,0.0,0,0
546,755.0230242,16610.506530000002,0,0,0,0,0,0.0,0,0
547,67.69839344,676.9839344,0,6,0,0,0,0.0,0,0
548,609.1754966,1218.350993,0,0,0,0,0,0.0,0,0
549,879.8399926000001,0.0,0,0,1,0,0,0.0,0,0
550,744.439535,20844.30698,0,0,0,0,0,0.0,0,0
551,174.57481930000003,0.0,0,0,0,0,0,0.0,0,0
552,561.8878553,15732.85995,0,0,0,0,0,0.0,0,0
553,255.24126890000002,2041.9301510000003,0,0,0,0,0,0.0,0,0
554,480.7311598,6730.236237,0,0,0,0,0,0.0,0,0
555,933.6599343,3734.6397369999995,0,0,0,0,0,0.0,0,0
556,114.8077308,1607.308231,0,0,0,0,0,0.0,0,0
557,982.5476097000001,4912.7380490000005,0,0,0,0,0,0.0,0,0
558,435.91349160000004,4359.134916,0,0,0,0,0,0.0,0,0
559,226.83398959999997,453.66797919999993,0,0,0,0,0,0.0,0,0
560,271.2274609,1356.137305,0,0,0,0,0,0.0,0,0
561,327.5072453,7860.173887000001,0,0,0,0,0,0.0,0,0
562,736.8517692,13263.33185,0,0,0,0,0,0.0,0,0
563,567.4378159,6241.815975,0,6,0,0,0,0.0,0,0
564,993.317349,13906.44289,0,0,0,0,0,0.0,0,0
565,400.45623880000005,800.9124776000001,0,0,0,0,0,0.0,0,0
566,678.9127187999999,6110.214469,0,0,0,0,0,0.0,0,0
567,533.8960656,4271.168525,0,0,0,0,0,0.0,0,0
568,732.5221849999999,12452.87715,0,0,0,0,0,0.0,0,0
569,259.4495207,2853.944728,0,0,0,0,0,0.0,0,0
570,887.7929168,15092.47959,0,0,0,0,0,0.0,0,0
571,673.7871805,16170.89233,0,0,0,0,0,0.0,0,0
572,592.772034,7706.0364420000005,0,0,0,0,0,0.0,0,0
573,659.8070713,19134.405069999997,0,0,0,0,0,0.0,0,0
574,502.83936510000007,4525.554286,0,2,0,0,0,0.0,0,0
575,540.9795432999999,3245.87726,0,0,0,0,0,0.0,0,0
576,90.01274555,2070.293148,0,0,0,0,0,0.0,0,0
577,153.7511235,615.004494,0,0,0,0,0,0.0,0,0
578,184.47809640000003,5349.864796,0,0,0,0,0,0.0,0,0
579,741.5584216,1483.116843,0,0,0,0,0,0.0,0,0
580,535.0000484,10165.00092,0,0,0,0,0,0.0,0,0
581,276.7648962,4428.238339,0,2,0,0,0,0.0,0,0
582,535.6385501,8034.578251999999,0,0,0,0,0,0.0,0,0
583,143.83183300000002,3595.795825,0,0,0,0,0,0.0,0,0
584,645.2165927,10968.68208,0,0,0,0,0,0.0,0,0
585,221.53987999999998,3987.71784,0,0,0,0,0,0.0,0,0
586,295.7822414,4732.515861999999,0,0,0,0,0,0.0,0,0
587,807.8373395,16964.584130000003,0,0,1,0,0,0.0,0,0
588,731.9780893999999,13907.5837,0,0,1,0,0,0.0,0,0
589,299.11480760000006,7776.984998000001,0,0,0,0,0,0.0,0,0
590,368.4336312,8105.539886,0,0,0,0,0,0.0,0,0
591,746.3343732000001,21643.696819999997,0,0,0,0,0,0.0,0,0
592,581.3095268,11044.88101,0,0,0,0,0,0.0,0,0
593,413.8841481,9933.219554000001,0,3,0,0,0,0.0,0,0
594,653.4400849,6534.400849000001,0,0,1,0,0,0.0,0,0
595,551.3288488,13783.22122,0,0,1,0,0,0.0,0,0
596,588.821206,1766.463618,0,0,1,0,0,0.0,0,0
597,698.0108159,6282.097343,0,0,1,0,0,0.0,0,0
598,619.7705306,10536.09902,0,0,0,0,0,0.0,0,0
599,168.18317380000002,4204.579345,0,5,0,0,0,0.0,0,0
600,931.7107901,7453.686320999999,0,0,0,0,946,242.0,4,0
601,596.3886428,10734.995570000001,0,0,0,0,0,0.0,0,0
602,975.2536164999999,21455.57956,0,0,0,0,0,0.0,0,0
603,350.15715510000007,9104.086033,0,3,0,0,0,0.0,0,0
604,425.65659450000004,1702.6263780000002,0,0,0,0,0,0.0,0,0
605,24.61433519,443.0580334,0,0,0,0,0,0.0,0,0
606,884.5431495999999,0.0,0,0,0,0,0,0.0,0,0
607,885.7841967,15058.33134,0,3,1,0,0,0.0,0,0
608,966.6480188999999,27066.14453,0,0,0,0,0,0.0,0,0
609,154.59724640000002,1545.9724640000002,0,0,0,0,0,0.0,0,0
610,628.7312042000001,18861.936130000002,0,0,0,0,0,0.0,0,0
611,596.4622688999999,13718.63218,0,0,0,0,0,0.0,0,0
612,541.1007341,15150.82055,0,1,0,0,0,0.0,0,0
613,602.1745806,5419.571225,0,0,0,0,0,0.0,0,0
614,143.7397219,431.21916569999996,0,0,0,0,0,0.0,0,0
615,835.164541,22549.44261,0,0,0,0,0,0.0,0,0
616,218.2719168,1527.9034179999999,0,0,0,0,0,0.0,0,0
617,210.45491940000002,4419.553307,0,0,0,0,0,0.0,0,0
618,366.0303963,1464.1215849999999,0,0,0,0,0,0.0,0,0
619,480.9564776,6252.434209,0,0,0,0,0,0.0,0,0
620,524.1820478999999,4193.456383,0,0,0,0,0,0.0,0,0
621,209.77508909999997,4405.276871,0,0,1,0,0,0.0,0,0
622,230.9225454,5080.295999,0,0,0,0,0,0.0,0,0
623,292.38027989999995,2631.422519,0,0,0,0,0,0.0,0,0
624,514.3955851,2057.58234,0,0,1,0,0,0.0,0,0
625,400.2530028,5603.542039,0,0,0,0,0,0.0,0,0
626,514.5016284,2572.508142,0,0,0,0,0,0.0,0,0
627,978.9778627999999,13705.69008,0,0,0,0,0,0.0,0,0
628,356.05314419999996,1068.159433,0,0,0,0,0,0.0,0,0
629,869.2319171,3476.927668,0,0,1,0,0,0.0,0,0
630,516.8412666,14471.55546,0,0,0,0,0,0.0,0,0
631,599.6688385,7795.694901000001,0,3,0,0,0,0.0,0,0
632,356.41038169999996,8910.259543,0,0,0,0,0,0.0,0,0
633,748.4508721,7484.508720999999,0,0,0,0,0,0.0,0,0
634,285.91330489999996,5432.352793,0,0,0,0,0,0.0,0,0
635,650.6815211,16917.71955,0,5,0,0,0,0.0,0,0
636,302.69944280000004,4540.491642,0,0,0,0,0,0.0,0,0
637,348.94212989999994,6629.900468,0,0,0,0,0,0.0,0,0
638,233.69988250000003,3271.798355,0,1,0,0,0,0.0,0,0
639,799.2352664,5594.646865,0,0,1,0,0,0.0,0,0
640,573.2610841,1146.522168,0,0,0,0,0,0.0,0,0
641,692.9511303999999,11087.21809,0,0,0,0,0,0.0,0,0
642,861.7200846000001,1723.4401690000002,0,0,0,0,0,0.0,0,0
643,185.0323486,1295.2264400000001,0,3,0,0,435,346.0,9,0
644,778.9939437999999,10905.91521,0,0,0,0,0,0.0,0,0
645,268.60398349999997,5372.07967,0,0,0,0,0,0.0,0,0
646,206.93670319999998,5794.22769,0,0,0,0,992,975.0,5,0
647,395.5145875,0.0,0,0,1,0,0,0.0,0,0
648,552.6568182,0.0,0,0,0,0,0,0.0,0,0
649,590.1536992,1180.3073980000001,0,0,0,0,0,0.0,0,0
650,954.0631232999999,23851.578080000003,0,0,0,0,0,0.0,0,0
651,452.54885939999997,5430.586313000001,0,0,0,0,0,0.0,0,0
652,269.7692987,2427.923688,0,0,0,0,0,0.0,0,0
653,488.9997194,488.9997194,0,0,0,0,0,0.0,0,0
654,819.390729,20484.76823,0,0,0,0,0,0.0,0,0
655,984.5235964,26582.1371,0,2,0,0,914,719.0,5,0
656,207.3242988,5183.10747,0,3,0,0,0,0.0,0,0
657,865.6765051000001,12119.47107,0,0,0,0,0,0.0,0,0
658,428.71491430000003,3858.434229,0,0,0,0,0,0.0,0,0
659,744.476896,2233.430688,0,0,1,0,0,0.0,0,0
660,484.52598830000005,8236.941801,0,6,0,0,0,0.0,0,0
661,870.9886457999999,10451.86375,0,0,0,0,0,0.0,0,0
662,918.6812021,4593.406011,0,0,0,0,0,0.0,0,0
663,409.7558817,7785.361752,0,0,0,0,0,0.0,0,0
664,504.64467429999996,15139.340230000002,0,0,0,0,0,0.0,0,0
665,221.6204952,6426.994361,0,0,0,0,0,0.0,0,0
666,975.2356757000001,6826.64973,0,0,0,0,0,0.0,0,0
667,106.363069,2871.802863,0,0,0,0,0,0.0,0,0
668,576.8975236,11537.95047,0,0,1,0,0,0.0,0,0
669,299.0017596,6578.038711,0,0,0,0,0,0.0,0,0
670,313.4224327,1567.1121640000001,0,0,0,0,0,0.0,0,0
671,891.1093890000001,25842.172280000003,0,0,0,0,0,0.0,0,0
672,734.5007466,15424.51568,0,6,0,0,0,0.0,0,0
673,993.7346029999999,6956.142220999999,0,0,0,0,0,0.0,0,0
674,486.7195137,8760.951246999999,0,0,0,0,0,0.0,0,0
675,744.8665474999999,11172.99821,0,0,0,0,0,0.0,0,0
676,971.4335585000001,14571.503380000002,0,0,1,0,0,0.0,0,0
677,983.3165585,25566.230519999997,0,0,0,0,937,473.0,2,0
678,206.10803,1030.54015,0,0,0,0,0,0.0,0,0
679,423.1782568,10579.45642,0,0,0,0,0,0.0,0,0
680,463.36850210000006,13437.68656,0,0,1,0,0,0.0,0,0
681,946.6120553999999,21772.077269999998,0,0,0,0,0,0.0,0,0
682,765.5377846,21435.057969999998,0,0,0,0,0,0.0,0,0
683,838.8031794999999,838.8031794999999,0,0,0,0,0,0.0,0,0
684,825.3938393,20634.845980000002,0,0,0,0,0,0.0,0,0
685,628.8589918,6288.589918,0,0,0,0,0,0.0,0,0
686,624.7182738,1249.4365480000001,0,0,0,0,0,0.0,0,0
687,371.73618010000007,6319.5150619999995,0,0,0,0,0,0.0,0,0
688,775.6426744,23269.28023,0,0,0,0,0,0.0,0,0
689,954.2404197000001,10496.644620000001,0,2,0,0,0,0.0,0,0
690,355.27463989999995,8526.591358,0,0,0,0,0,0.0,0,0
691,402.476241,1609.904964,0,0,0,0,0,0.0,0,0
692,261.4292863,2091.4342899999997,0,0,0,0,0,0.0,0,0
693,660.0832142999999,0.0,0,1,1,0,0,0.0,0,0
694,600.5783542,4204.048479,0,0,0,0,0,0.0,0,0
695,392.5302345,2747.711642,0,0,1,0,0,0.0,0,0
696,491.4858425,2948.915055,0,0,0,0,0,0.0,0,0
697,313.65769819999997,5018.523171,0,0,1,0,0,0.0,0,0
698,515.0148264999999,13905.400319999999,0,0,0,0,0,0.0,0,0
699,712.7100812000001,10690.65122,0,0,0,0,0,0.0,0,0
700,52.8857532,158.6572596,0,0,0,0,0,0.0,0,0
701,541.4975899,15703.43011,0,0,0,0,0,0.0,0,0
702,786.4843854,5505.390697999999,0,0,0,0,0,0.0,0,0
703,314.19685669999996,2199.377997,0,0,1,0,0,0.0,0,0
704,846.0664458999998,21997.727590000002,0,0,0,0,0,0.0,0,0
705,227.9131563,1823.30525,0,0,0,0,0,0.0,0,0
706,853.5837651,1707.1675300000002,0,0,0,0,0,0.0,0,0
707,755.5034883999999,6799.531395999999,0,6,0,0,0,0.0,0,0
708,743.6344504,17103.59236,0,0,0,0,0,0.0,0,0
709,435.87676839999995,1743.5070739999999,0,0,0,0,0,0.0,0,0
710,705.9111849999999,9882.75659,0,0,0,0,0,0.0,0,0
711,988.0672744999999,13832.941840000001,0,0,0,0,0,0.0,0,0
712,931.2138502999999,3724.855401,0,0,0,0,0,0.0,0,0
713,245.51545130000002,3928.247221,0,0,0,0,0,0.0,0,0
714,247.6550148,7429.650444,0,0,0,0,0,0.0,0,0
715,881.0773247999999,10572.9279,0,0,0,0,0,0.0,0,0
716,550.4146843,14310.781790000001,0,0,0,0,0,0.0,0,0
717,602.3405269,16865.53475,0,0,0,0,0,0.0,0,0
718,914.1891188999999,10970.26943,0,0,1,0,0,0.0,0,0
719,662.3495406000001,2649.398162,0,1,1,0,0,0.0,0,0
720,833.3532805,23333.89185,0,2,1,0,0,0.0,0,0
721,535.8868722,7502.416211,0,1,0,0,0,0.0,0,0
722,814.1956054,17098.10771,0,0,0,0,0,0.0,0,0
723,828.3151134999999,23192.82318,0,0,1,0,0,0.0,0,0
724,605.5981422,3027.990711,0,0,0,0,0,0.0,0,0
725,35.04904342,981.3732158,0,0,0,0,0,0.0,0,0
726,419.56193030000003,10489.04826,0,0,0,0,0,0.0,0,0
727,211.17918509999998,633.5375552999999,0,0,0,0,0,0.0,0,0
728,703.0219452,16169.50474,0,0,0,0,0,0.0,0,0
729,699.9841384,12599.71449,0,1,0,0,0,0.0,0,0
730,309.0951308,4945.522093,0,2,1,0,0,0.0,0,0
731,746.9894161000001,0.0,0,0,1,0,0,0.0,0,0
732,407.7602189,11417.28613,0,0,0,0,0,0.0,0,0
733,253.9655417,2031.724334,0,0,0,0,0,0.0,0,0
734,503.90914469999996,0.0,0,0,0,0,0,0.0,0,0
735,819.4789443,9014.268387,0,0,0,0,0,0.0,0,0
736,124.75339890000001,748.5203934,0,0,0,0,0,0.0,0,0
737,901.5045823999999,10818.05499,0,0,0,0,0,0.0,0,0
738,389.5537416,3116.429933,0,6,0,0,0,0.0,0,0
739,79.71701187,1275.47219,0,0,0,0,0,0.0,0,0
740,474.1123426,0.0,0,0,0,0,0,0.0,0,0
741,602.1152676,15052.88169,0,0,0,0,0,0.0,0,0
742,495.76342530000005,0.0,0,0,0,0,942,843.0,1,0
743,629.8197898,629.8197898,0,0,1,0,0,0.0,0,0
744,545.6993816,4365.595053,0,0,0,0,0,0.0,0,0
745,874.0810163999998,16607.53931,0,6,1,0,0,0.0,0,0
746,578.2834626,578.2834626,0,0,1,0,0,0.0,0,0
747,896.7453909,4483.726955,0,0,0,0,0,0.0,0,0
748,683.8202526,5470.562021,0,0,0,0,0,0.0,0,0
749,538.9531178,11318.01547,0,6,0,0,0,0.0,0,0
750,627.6328189,15690.820469999999,0,0,0,0,0,0.0,0,0
751,487.41062539999996,9260.801883,0,0,1,0,0,0.0,0,0
752,440.2191503,4842.410653,0,0,0,0,0,0.0,0,0
753,459.384422,2296.92211,0,0,1,0,0,0.0,0,0
754,602.8981449,3617.388869,0,0,0,0,0,0.0,0,0
755,438.9596391,8779.192782,0,1,0,0,0,0.0,0,0
756,716.4446716,21493.34015,0,0,0,0,0,0.0,0,0
757,465.0166178,4650.166178,0,0,0,0,0,0.0,0,0
758,682.7257030000001,3413.628515,0,0,0,0,0,0.0,0,0
759,223.65100319999996,0.0,0,0,0,0,0,0.0,0,0
760,477.0149741,7632.239586,0,0,0,0,0,0.0,0,0
761,684.0287684,13680.575369999999,0,0,1,0,0,0.0,0,0
762,622.1654905,0.0,0,0,0,0,0,0.0,0,0
763,935.1886516000001,19638.96168,0,0,0,0,0,0.0,0,0
764,406.2528695,10156.321740000001,0,0,0,0,0,0.0,0,0
765,629.7928216,14485.2349,0,0,0,0,0,0.0,0,0
766,744.1241425,22323.724280000002,0,0,0,0,0,0.0,0,0
767,669.5612739000001,6026.051465,0,0,0,0,0,0.0,0,0
768,939.583394,939.583394,0,0,0,0,0,0.0,0,0
769,718.5289042999999,12933.520279999999,0,0,0,0,0,0.0,0,0
770,866.8008388000001,14735.61426,0,0,0,0,0,0.0,0,0
771,104.4619722,417.8478888,0,0,0,0,0,0.0,0,0
772,660.3795958,5283.036765999999,0,0,0,0,0,0.0,0,0
773,458.5856024,12381.811259999999,0,0,0,0,0,0.0,0,0
774,391.4067023,391.4067023,0,0,0,0,0,0.0,0,0
775,386.58308250000005,11597.492479999999,0,0,0,0,0,0.0,0,0
776,548.0122911000001,9864.22124,0,0,0,0,0,0.0,0,0
777,627.5321121000001,11923.11013,0,0,1,0,0,0.0,0,0
778,981.7298375,17671.13708,0,0,0,0,0,0.0,0,0
779,992.9764068,13901.6697,0,4,0,0,0,0.0,0,0
780,260.0057337,5200.114674,0,0,0,0,0,0.0,0,0
781,644.1259832000001,4508.881882,0,0,0,0,0,0.0,0,0
782,422.614362,5071.372343999999,0,0,0,0,0,0.0,0,0
783,903.8847222999999,13558.270830000001,0,0,0,0,0,0.0,0,0
784,770.8186889,18499.648530000002,0,0,0,0,0,0.0,0,0
785,931.1171444,7448.937155,0,0,0,0,0,0.0,0,0
786,172.0351479,1720.351479,0,0,1,0,0,0.0,0,0
787,200.2843398,5607.961514,0,0,0,0,0,0.0,0,0
788,84.18846851,589.3192796,0,4,0,0,0,0.0,0,0
789,412.64055279999997,6602.248845,0,2,0,0,0,0.0,0,0
790,578.2513055,5204.26175,0,0,0,0,0,0.0,0,0
791,795.9126882,20693.729890000002,0,3,0,0,0,0.0,0,0
792,593.6272255,16027.93509,0,0,0,0,0,0.0,0,0
793,234.4246068,6798.313597,0,0,0,0,0,0.0,0,0
794,254.9159716,6882.7312329999995,0,0,0,0,0,0.0,0,0
795,997.6217307000001,8978.595576,0,4,0,0,0,0.0,0,0
796,247.3165847,7419.497541,0,0,0,0,0,0.0,0,0
797,32.72000474,523.5200758000001,0,0,0,0,0,0.0,0,0
798,519.2845487,9347.121877,0,3,0,0,0,0.0,0,0
799,900.7063168,6304.944218,0,0,0,0,0,0.0,0,0
800,898.1056593000001,4490.528297,0,0,0,0,0,0.0,0,0
801,866.0680070000001,6062.476049,0,5,0,0,0,0.0,0,0
802,292.06066989999994,2920.606699,0,1,0,0,0,0.0,0,0
803,296.37066560000005,8298.378637,0,0,0,0,0,0.0,0,0
804,620.0755268999999,5580.679742,0,0,0,0,0,0.0,0,0
805,992.8358237,10921.19406,0,0,0,0,260,102.0,2,0
806,123.1615742,1354.777316,0,0,0,0,0,0.0,0,0
807,399.19003480000003,0.0,0,0,0,0,0,0.0,0,0
808,765.5517242999999,21435.44828,0,0,0,0,0,0.0,0,0
809,306.2600404,7350.240970000001,0,0,1,0,0,0.0,0,0
810,791.9249215,2375.7747649999997,0,0,1,0,0,0.0,0,0
811,527.4927817,2637.463909,0,0,0,0,0,0.0,0,0
812,656.3685964,18378.3207,0,0,0,0,0,0.0,0,0
813,175.9426771,1231.5987400000001,0,0,0,0,0,0.0,0,0
814,764.0368711,6112.294969,0,0,1,0,0,0.0,0,0
815,862.508324,21562.7081,0,0,0,0,0,0.0,0,0
816,527.5805358,14772.255,0,0,0,0,0,0.0,0,0
817,525.1491252000001,11553.28075,0,0,0,0,0,0.0,0,0
818,523.3362839,10466.72568,0,0,0,0,0,0.0,0,0
819,296.3328,0.0,0,0,1,0,0,0.0,0,0
820,231.9708069,2783.6496829999996,0,0,0,0,0,0.0,0,0
821,615.4655337,6770.120870999999,0,0,0,0,0,0.0,0,0
822,718.5071138999999,10059.09959,0,0,0,0,0,0.0,0,0
823,938.1873711000001,7505.498969,0,0,0,0,0,0.0,0,0
824,681.8152600999999,12954.489940000001,0,0,0,0,0,0.0,0,0
825,62.46266579,874.4773211000002,0,0,0,0,0,0.0,0,0
826,65.74840168,1183.47123,0,0,0,0,714,706.0,2,0
827,365.1333623,10588.86751,0,0,0,0,0,0.0,0,0
828,166.9837815,166.9837815,0,0,0,0,0,0.0,0,0
829,203.7188665,2444.626398,0,4,0,0,998,909.0,2,0
830,146.4119144,3074.650202,0,0,0,0,0,0.0,0,0
831,376.1595798,7523.191596,0,0,0,0,0,0.0,0,0
832,206.8344243,3723.019637,0,6,0,0,0,0.0,0,0
833,527.9947945,13727.86466,0,0,0,0,0,0.0,0,0
834,912.1798464999999,17331.417080000003,0,0,0,0,0,0.0,0,0
835,888.4147352,21321.95364,0,4,0,0,0,0.0,0,0
836,310.80602089999996,7459.344502,0,0,0,0,0,0.0,0,0
837,117.4985881,1292.484469,0,0,0,0,0,0.0,0,0
838,631.0426792000001,4417.2987539999995,0,0,0,0,0,0.0,0,0
839,98.8178528,2668.082026,0,0,0,0,0,0.0,0,0
840,566.5202995,16995.60899,0,0,0,0,0,0.0,0,0
841,129.29828700000002,2844.5623140000002,0,0,0,0,0,0.0,0,0
842,200.5866506,601.7599518,0,0,0,0,0,0.0,0,0
